smiles,pchembl,activity_uM,bin_activity,norm_activity
C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,8.22,0.006025595860743569,1,0.7584559526084464
C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,10.52,3.0199517204020192e-05,1,0.9985667876934836
C#CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.83,0.014791083881682073,1,0.6676858398624116
C#CCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,7.59,0.025703957827688646,1,0.6037645709917829
C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.15,0.0070794578438413735,1,0.742021784827059
C#CCOc1cccc(Nc2ncc(C)c(Nc3cccc(NC(=O)C=C)c3)n2)c1,7.26,0.05495408738576248,1,0.515000955474871
C#CCOc1cccc(Nc2ncc(F)c(Nc3cccc(C(=O)C=C(C)C)c3)n2)c1,5.98,1.0471285480508985,0,0.2308427288362316
C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21,9.0,0.001,1,0.92193770303841
C#Cc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,8.06,0.008709635899560796,1,0.7242499522262564
C#Cc1cc(C=O)cc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.96,0.10964781961431852,0,0.4414293904070323
C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,8.4,0.003981071705534969,1,0.8014523218039366
C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,7.54,0.028840315031266057,1,0.5897190903879228
C#Cc1cc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)cc(OC(=O)C=C)c1,5.88,1.3182567385564075,0,0.21603286833556276
C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,7.15,0.07079457843841373,1,0.4893942289317791
C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,6.9,0.12589254117941662,0,0.43091916682591247
C#Cc1cccc(-n2ccc3cc(OC)cc(O)c3c2=O)c1,5.51,3.090295432513592,0,0.16243072807185172
C#Cc1cccc(-n2ccc3cc(OC)cc(OC)c3c2=O)c1,5.46,3.4673685045253166,0,0.15478692910376457
C#Cc1cccc(N2C(=O)Nc3c(C(=O)Nc4ccc(CN5CCCC5)cc4)sc4ncnc2c34)c1,7.58,0.026302679918953815,1,0.6000382189948404
C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)c(OC)cc2O)c1,5.95,1.1220184543019631,0,0.22577871201987387
C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)ccc2O)c1,5.48,3.3113112148259076,0,0.1581310911523027
C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)ccc2OC)c1,5.29,5.1286138399136485,0,0.12832027517676284
