smiles,bin_activity
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NCC4=C(Cl)C=CC(Cl)=C4)=O)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(COCC4=CC(F)=C(F)C=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NCC4=C(Cl)C=CC=C4)=O)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(C(F)(F)F)C=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4CN(C5=CC(F)=C(F)C=C5)C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC(Cl)=C(Cl)C=C4)N32,1
FC(C=C1)=C(F)C=C1CCOC2=CN=CC3=NN=C(N4CC(C=CC=C5)=C5C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4(COC4)C5=CC(F)=C(F)C=C5)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=CC(NCCC4=CC=C(F)C=C4)=NN32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC(OCC4=CC(F)=C(F)C=C4)=CN32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4CCC5=C4C=CC(Cl)=C5)=O)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(N[C@H](C4=CC=C(F)C(F)=C4)CO)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(C=CS5)C5=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC(C(F)(F)F)=C(Cl)C=C4)N32,1
FC(F)OC1=CC=C(C=C1)C2=NN=C3N2C(O[C@H]4CN(C5CC5)[C@H]4C6=CC=C(F)C(F)=C6)=CN=C3,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(N4CCOCC4)C5=CC(F)=C(F)C=C5)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4=CC=C(F)C(F)=C4)=O)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(O[C@H]4CN(C5CC5)[C@@H]4C6=CC(F)=C(F)C=C6)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(C(C)(C)C)C=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(C=C(F)C(F)=C5)C5=C4)N32,1
FC1=CC(NC2=NN=C3C=NC=C(OCCC4=CC(F)=C(F)C=C4)N32)=CC=C1F,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(N(C)CC4=CC(Cl)=CC=C4)=O)N32,1
FC(F)OC1=CC=C(C=C1)C2=NN=C3N2C(O[C@H]4C(N(C5CC5)[C@H]4C6=CC=C(F)C(F)=C6)=O)=CN=C3,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4CCC5=C4C=CC(Cl)=C5)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC(N=C(C(F)(F)F)C=C5)=C5C=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=CC5=C4C=CC=C5)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC5=NC(OC)=CC=C5C=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(C(C)=CC(C)(C)O5)C5=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(C(C)=NO5)C5=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(N(C)C=C5)C5=C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(N4CCC(C5=CC=CC=C5)C4)N32,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(N=C(C(F)(F)F)N=C5)C5=C4)N32,1
FC1=C(F)C=CC(CCOC2=CN=CC3=NN=C(N4CCC5=C4C=CC(F)=C5)N32)=C1,1
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC(CCCC5)=C5C=C4)N32,0
FC(C=C1)=C(F)C=C1CCOC2=CN=CC3=NN=C(N4CCCCC4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=CC(Cl)=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NCCC4=CC=CC=C4)=O)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC(OC4=CC(F)=C(F)C=C4)=CN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4=CC=C(F)C=C4)=O)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=[N+]([O-])C=C(OCCC4=CC(F)=C(F)C=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C(NC=C(OCCC4=CC(F)=C(F)C=C4)N32)=O,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(N4CC(OC5=CC(F)=C(F)C=C5)C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4=CC=C(F)C=C4Cl)=O)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=CC(OC5=CC=CC=N5)=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC5=NN(C)C=C5C=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(N4N=CC(C5=CC(F)=C(F)C=C5)=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=CC(OCCC4=CC=C(F)C(F)=C4)=NN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C(N(CC)CC)=NC=C(OCCC4=CC(F)=C(F)C=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C(C)=NC=C(OCCC4=CC(F)=C(F)C=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3CNCC(CCO)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3CNCC(CCCC4=CC=CC=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(NC4=CC=C(Cl)C(Cl)=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC[C@H](NC)C4=CC(F)=C(F)C=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC(O[C@@H]4C(N(C5CC5)[C@@H]4C6=CC=C(F)C(F)=C6)=O)=CN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(CNC(C4=CC(Cl)=CC=C4)=O)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC(C(F)(F)F)C4(CC4)C5=CC(F)=C(F)C=C5)N32,0
N#CC(C=C1)=CC=C1C2=NN=C3C=CC(NCCC4=CC=CN=C4)=NN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(CCN4CCOCC4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC(NC(CC4=CC(Cl)=CC=C4)=O)=CN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC(NC4=CC(F)=C(F)C=C4)=CN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC(NCC4=CC(F)=C(F)C=C4)=CN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC(NCCC4=CC=C(F)C=C4)=CN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3CN(C(CN)=O)CCN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C(N)=NC=C(OCCC4=CC(F)=C(F)C=C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3CNCCN32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(N4C(C=CC(F)=C5)=C5CC4)=O)N32,0
O=C(NC1=CC=NC(C(F)(F)F)=C1)C2=CN=CC3=NN=C(C4=C(C)N(C5=CC=C(F)C=C5)N=C4C)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4=CC=CC=N4)=O)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(CCN4CC(C=CC=C5)=C5C4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(CCO)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(N4C=CN=C4CC5=CC=C(F)C(F)=C5)N32,0
ClC(C(Cl)=C1)=CC=C1OC2=CN=CC3=NN=C(C4=C(C)N(C5=CC=C(F)C=C5)N=C4C)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(C=NN5C)C5=C4)N32,0
FC(C=C1)=CC=C1N(N=C2C)C(C)=C2C3=NN=C4C=NC=C(OCC(F)(F)F)N43,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(F)(F)F)N32,0
FC(C=C1)=C(F)C=C1CCOC2=CN=CC3=NN=C(C4CCN(C(C)=O)CC4)N32,0
FC(C=C1)=C(F)C=C1CCOC2=CN=CC3=NN=C(C4CCOCC4)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(NS(CC4=CC=C(C(F)(F)F)C=C4)(=O)=O)N32,0
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(N4CC(C5=CC=CC=C5)C4)N32,0
O=C(N[C@@H](C)C1=CC=CC=C1)C2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N23,1
