smiles,IC50_uM,pIC50,bin_activity,Standard Value,Standard Units,Standard Relation,Assay Organism,Target ChEMBL ID,Target Name,serotype
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2c1CCC2,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
C=CC[C@H]1NCc2cc(NC(=O)c3cc(F)cc4[nH]ncc34)ccc21,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,1.471,5.83238732727247,1,1471.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CCNC3)c1)OCc1ccccc1,32.118,4.493251506232925,0,32118.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(CN)cc1)NC(=O)c1ccccc1)B(O)O,0.503,6.298432014944073,1,503.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CC(C)CNC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,15.022,4.823272242355811,0,15022.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc([C@H]3C[C@H]3C(=O)O)c2)c1)OCc1ccccc1,32.847,4.483504289511863,0,32847.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N[C@H]1CC[C@H](c2ccc(NC(=O)c3cc(Cl)cc(NC(=O)OCc4ccccc4)c3)cc2)C1,7.637,5.117077209397402,1,7637.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cc1c(C(=O)Nc2cc(CCCN)ccn2)cc(C2CC2)n1C,39.227,4.4064149045461045,0,39227.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Clc1ccc2[nH]cc(Cc3ccc(-c4nn[nH]n4)cc3)c2c1,99.14,4.003751085430868,0,99140.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CNC3)c1)OCc1ccccc1,91.263,4.039705259187824,0,91263.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CC(C)(C)c1cc(Br)cc(C(=O)Nc2ccc3c(c2)CNC3)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CC(C)c1cc(Br)cc(C(=O)Nc2ccc3c(c2)CNC3)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CNC(=O)[C@H](Nc1cc(CN)cc(-c2nn[nH]n2)c1)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
C=CC[C@H]1NCc2cc(NC(=O)c3cccc4c3CC(=O)N4)ccc21,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc2c(cc1Br)CNC2)c1cc(F)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1ccc2[nH]ccc2c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CC(C)(c1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(F)cc2[nH]1)S(C)(=O)=O,18.004,4.744630995733559,0,18004.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3cccc(F)c3)nc12,3.733,5.4279420100736955,1,3733.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,1.057,5.975925012692574,1,1057.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C1Cc2c(cccc2C(=O)Nc2ccc3c(c2)CNC3)N1,15.134,4.820046270368452,0,15134.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2ccccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CNC(=O)[C@H](Nc1cc(CN)cc(C(=O)O)c1)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2c1CCC2,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CC(C)c1nnc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)s1,9.861,5.0060790411987135,1,9861.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]c(=O)[nH]c12,38.67,4.412625827926934,0,38670.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
COCCNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
C=CC[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(-c2nn[nH]n2)c1,7.778,5.109132061188559,1,7778.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N#C[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,12.446,4.9049702033515485,0,12446.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
NCc1cccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,34.571,4.461288057883088,0,34571.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CN1Cc2ccc(NC(=O)c3cc(Cl)cc4[nH]ncc34)cc2C1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc(Cl)cc([C@H]2CN(Cc3ccccc3)C[C@@H]2c2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,6.834,5.165325025537256,1,6834.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc(Cl)cc([C@H](C#CCO)Nc2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,15.913,4.798247937221748,0,15913.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
NCc1cccc([C@H]2C[C@@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,7.937,5.100343619694365,1,7937.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C1Cc2c(cc(F)cc2C(=O)Nc2ccc3c(c2)CNC3)N1,53.673,4.270244129567943,0,53673.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3ccccc3)nc12,5.405,5.267204301710671,1,5405.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C(F)(F)F)n1,22.968,4.63887682051155,0,22968.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
C=CC[C@H]1NCc2cc(N[C@H](C(=O)NC(C)C)c3cc(Cl)cc4[nH]ncc34)ccc21,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc2c(c(C3=CCS(=O)(=O)CC3)c1)CNC2)c1cc(F)cc2[nH]ncc12,49.988,4.301134238849321,0,49988.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
COc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,5.321,5.274006741075278,1,5321.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cccc2c(C3CNC3)n[nH]c12,32.175,4.492481444423576,0,32175.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3ccccc3F)nc12,5.232,5.2813322646837895,1,5232.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
COc1cc(-c2cc(NC(=O)c3cc(F)cc4[nH]ncc34)cc3c2CNC3)ccn1,42.482,4.371795045398399,0,42482.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1ccc2c(C3=CCNCC3)csc2c1,70.031,4.1547096721472085,0,70031.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNCC2)c1cc(Cl)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,2.575,5.5892227666227905,1,2575.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(=O)[nH]c12,74.491,4.127896195526192,0,74491.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C1Cc2c(cc(Br)cc2C(=O)Nc2ccc3c(c2)CNC3)N1,87.949,4.055769094204825,0,87949.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(NC1CCOCC1)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cn1cc(CNC(=O)[C@H](Nc2ccc3c(c2)CNC3)c2cc(Cl)cc(C3CC3)c2)cn1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cc1c(C(=O)Nc2cc([C@H]3CCOC3)ccn2)cc(C2CC2)n1C,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cccc2nc(O)ccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(C(F)(F)F)cc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]c(-c3ccccc3)nc12,2.956,5.5292955702772115,1,2956.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C1Cc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,8.206,5.0858684873691065,1,8206.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cccc2cn[nH]c12,44.972,4.3470577980080085,0,44972.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N#Cc1cc2c(cc1NC(=O)c1cc(F)cc3[nH]ncc13)CNC2,36.934,4.432573655147426,0,36934.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
NCCc1csc2cc(C(=O)Nc3cc([C@H]4CCOC4)ccn3)ccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1ccc2[nH]cc(C3CCNCC3)c2c1,36.746,4.434789929300188,0,36746.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,1.738,5.7599502278873524,1,1738.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
NCc1ccc([C@H]2C[C@@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1,6.873,5.16285365609094,1,6873.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc(Cl)cc(-c2ccc3[nH]c(C(=O)O)cc3c2)c1)OCc1ccccc1,6.916,5.160145015398115,1,6916.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cn[nH]c12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cc1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Cl)cc2[nH]1,26.724,4.573098536918337,0,26724.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(Cl)cc3[nH]2)c1O,3.539,5.451119437362485,1,3539.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Clc1cc([C@@H]2C[C@H]2c2cccc(C3CCNCC3)c2)c2cn[nH]c2c1,5.838,5.233735909348004,1,5838.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cn1c(=O)[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Br)cc21,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1cc(Br)c2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Clc1cc(CNc2ccc3c(c2)CNC3)c2cn[nH]c2c1,38.774,4.411459394032273,0,38774.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3ccc(F)cc3)nc12,3.65,5.437707135543525,1,3650.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,5.904,5.228853651185015,1,5904.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,14.644,4.834340279790506,0,14644.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]ccc12,33.752,4.471700487626175,0,33752.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
OCC#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,22.28,4.652084813498309,0,22280.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
C=CC[C@H]1NCc2cc(NC(=O)c3cc(Cl)cc4[nH]ncc34)ccc21,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CNC(=O)[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(-c2nn[nH]n2)c1,61.597,4.210440439055912,0,61597.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,1.859,5.730720610228102,1,1859.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2nn(-c3ccccc3)nc12,5.254,5.279509931549948,1,5254.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C1Cc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,14.015,4.853406897903695,0,14015.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,2.669,5.573651426212493,1,2669.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CCc1cc(C(=O)Nc2cccc(-n3nn[nH]c3=O)c2)sc1-c1ccc(Cl)cc1,13.062,4.883990320575262,0,13062.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
O=C(NCCC1CC1)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,49.803,4.302744495710085,0,49803.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,1.143,5.941953769604718,1,1143.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
CCOCCNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 4,CHEMBL5705864,NS3 protease,4
Cc1c(C(=O)Nc2cc(-c3cccnc3)ccn2)cc(C2CC2)n1C,6.829,5.165642887281595,1,6829.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
N#Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,2.861,5.543482142194737,1,2861.0,nM,'=',dengue virus type 4,CHEMBL5705864,NS3 protease,4
